GAP_DISTANCE_MINUS_BALL_DIAMETER = 50
Trial 1068: 39 bounces
Trial 1069: 0 bounces
Trial 1070: 1 bounces
Trial 1071: 28 bounces
Trial 1072: 22 bounces
Trial 1073: 13 bounces
Trial 1074: 9 bounces
Trial 1075: 4 bounces
Trial 1076: 44 bounces
Trial 1077: 19 bounces
Trial 1078: 3 bounces
Trial 1079: 38 bounces
Trial 1080: 23 bounces
Trial 1081: 23 bounces
Trial 1082: 13 bounces
Trial 1083: 13 bounces
Trial 1084: 0 bounces
Trial 1085: 14 bounces
Trial 1086: 3 bounces
Trial 1087: 9 bounces
Trial 1088: 15 bounces
Trial 1089: 11 bounces
Trial 1090: 0 bounces
Trial 1091: 10 bounces
Trial 1092: 29 bounces
Trial 1093: 2 bounces
Trial 1094: 29 bounces
Trial 1095: 0 bounces
Trial 1096: 0 bounces
Trial 1097: 6 bounces
Trial 1098: 3 bounces
Trial 1099: 4 bounces
Trial 1100: 1 bounces
Trial 1101: 11 bounces
Trial 1102: 46 bounces
Trial 1103: 62 bounces
Trial 1104: 24 bounces
Trial 1105: 0 bounces
Trial 1106: 0 bounces
Trial 1107: 83 bounces
Trial 1108: 15 bounces
Trial 1109: 7 bounces
Trial 1110: 2 bounces
Trial 1111: 8 bounces
Trial 1112: 9 bounces
Trial 1113: 0 bounces
Trial 1114: 8 bounces
Trial 1115: 6 bounces
Trial 1116: 41 bounces
Trial 1117: 26 bounces
Trial 1118: 8 bounces
Trial 1119: 6 bounces
Trial 1120: 12 bounces
Trial 1121: 5 bounces
Trial 1122: 6 bounces
Trial 1123: 19 bounces
Trial 1124: 0 bounces
Trial 1125: 14 bounces
Trial 1126: 14 bounces
Trial 1127: 81 bounces
Trial 1128: 19 bounces
Trial 1129: 59 bounces
Trial 1130: 23 bounces
Trial 1131: 5 bounces
Trial 1132: 2 bounces
Trial 1133: 41 bounces
Trial 1134: 12 bounces
Trial 1135: 11 bounces
Trial 1136: 10 bounces
Trial 1137: 15 bounces
Trial 1138: 4 bounces
Trial 1139: 23 bounces
Trial 1140: 7 bounces
Trial 1141: 12 bounces
Trial 1142: 29 bounces
Trial 1143: 7 bounces
Trial 1144: 33 bounces
Trial 1145: 6 bounces
Trial 1146: 27 bounces
Trial 1147: 0 bounces
Trial 1148: 4 bounces
Trial 1149: 50 bounces
Trial 1150: 17 bounces
Trial 1151: 25 bounces
Trial 1152: 37 bounces
Trial 1153: 6 bounces
Trial 1154: 1 bounces
Trial 1155: 0 bounces
Trial 1156: 1 bounces
Trial 1157: 16 bounces
Trial 1158: 43 bounces
Trial 1159: 4 bounces
Trial 1160: 30 bounces
Trial 1161: 7 bounces
Trial 1162: 29 bounces
Trial 1163: 15 bounces
Trial 1164: 17 bounces
Trial 1165: 3 bounces
Trial 1166: 26 bounces
Trial 1167: 23 bounces
Trial 1168: 32 bounces
Trial 1169: 8 bounces
Trial 1170: 23 bounces
Trial 1171: 9 bounces
Trial 1172: 9 bounces
Trial 1173: 42 bounces
Trial 1174: 13 bounces
Trial 1175: 45 bounces
Trial 1176: 21 bounces
Trial 1177: 8 bounces
Trial 1178: 91 bounces
Trial 1179: 21 bounces
Trial 1180: 3 bounces
Trial 1181: 56 bounces
Trial 1182: 19 bounces
Trial 1183: 10 bounces
Trial 1184: 4 bounces
Trial 1185: 15 bounces
Trial 1186: 5 bounces
Trial 1187: 10 bounces
Trial 1188: 19 bounces
Trial 1189: 5 bounces
Trial 1190: 18 bounces
Trial 1191: 3 bounces
Trial 1192: 22 bounces
Trial 1193: 46 bounces
Trial 1194: 24 bounces
Trial 1195: 46 bounces
Trial 1196: 18 bounces
Trial 1197: 0 bounces
Trial 1198: 3 bounces
Trial 1199: 6 bounces
Trial 1200: 21 bounces
Trial 1201: 21 bounces
Trial 1202: 9 bounces
Trial 1203: 103 bounces
Trial 1204: 4 bounces
Trial 1205: 25 bounces
Trial 1206: 29 bounces
Trial 1207: 3 bounces
Trial 1208: 10 bounces
Trial 1209: 50 bounces
Trial 1210: 3 bounces
Trial 1211: 12 bounces
Trial 1212: 10 bounces
Trial 1213: 2 bounces
Trial 1214: 33 bounces
Trial 1215: 78 bounces
Trial 1216: 14 bounces
Trial 1217: 18 bounces
Trial 1218: 55 bounces
Trial 1219: 2 bounces
Trial 1220: 9 bounces
Trial 1221: 0 bounces
Trial 1222: 2 bounces
Trial 1223: 18 bounces
Trial 1224: 23 bounces
Trial 1225: 3 bounces
Trial 1226: 12 bounces
Trial 1227: 4 bounces
Trial 1228: 13 bounces
Trial 1229: 8 bounces
Trial 1230: 0 bounces
Trial 1231: 0 bounces
Trial 1232: 26 bounces
Trial 1233: 5 bounces
Trial 1234: 20 bounces
Trial 1235: 0 bounces
Trial 1236: 23 bounces
Trial 1237: 2 bounces
Trial 1238: 1 bounces
Trial 1239: 20 bounces
Trial 1240: 24 bounces
Trial 1241: 0 bounces
Trial 1242: 5 bounces
Trial 1243: 13 bounces
Trial 1244: 29 bounces
Trial 1245: 1 bounces
Trial 1246: 0 bounces
Trial 1247: 3 bounces
Trial 1248: 5 bounces
Trial 1249: 0 bounces
Trial 1250: 16 bounces
Trial 1251: 5 bounces
Trial 1252: 0 bounces
Trial 1253: 39 bounces
Trial 1254: 1 bounces
Trial 1255: 25 bounces
Trial 1256: 20 bounces
Trial 1257: 32 bounces
Trial 1258: 9 bounces
Trial 1259: 11 bounces
Trial 1260: 14 bounces
Trial 1261: 13 bounces
Trial 1262: 0 bounces
Trial 1263: 2 bounces
Trial 1264: 6 bounces
Trial 1265: 22 bounces
Trial 1266: 47 bounces
Trial 1267: 2 bounces
Trial 1268: 49 bounces
Trial 1269: 29 bounces
Trial 1270: 3 bounces
Trial 1271: 7 bounces
Trial 1272: 13 bounces
Trial 1273: 17 bounces
Trial 1274: 6 bounces
Trial 1275: 60 bounces
Trial 1276: 6 bounces
Trial 1277: 10 bounces
Trial 1278: 0 bounces
Trial 1279: 14 bounces
Trial 1280: 33 bounces
Trial 1281: 6 bounces
Trial 1282: 7 bounces
Trial 1283: 12 bounces
Trial 1284: 40 bounces
Trial 1285: 4 bounces
Trial 1286: 12 bounces
Trial 1287: 0 bounces
Trial 1288: 23 bounces
Trial 1289: 23 bounces
Trial 1290: 29 bounces
Trial 1291: 10 bounces
Trial 1292: 11 bounces
Trial 1293: 26 bounces
Trial 1294: 10 bounces
Trial 1295: 0 bounces
Trial 1296: 8 bounces
Trial 1297: 1 bounces
Trial 1298: 18 bounces
Trial 1299: 46 bounces
Trial 1300: 9 bounces
Trial 1301: 1 bounces
Trial 1302: 8 bounces
Trial 1303: 0 bounces
Trial 1304: 0 bounces
Trial 1305: 4 bounces
Trial 1306: 9 bounces
Trial 1307: 47 bounces
Trial 1308: 76 bounces
Trial 1309: 11 bounces
Trial 1310: 9 bounces
Trial 1311: 18 bounces
Trial 1312: 25 bounces
Trial 1313: 33 bounces
Trial 1314: 2 bounces
Trial 1315: 0 bounces
Trial 1316: 25 bounces
Trial 1317: 4 bounces
Trial 1318: 12 bounces
Trial 1319: 9 bounces
Trial 1320: 23 bounces
Trial 1321: 23 bounces
Trial 1322: 29 bounces
Trial 1323: 2 bounces
Trial 1324: 4 bounces
Trial 1325: 7 bounces
Trial 1326: 20 bounces
Trial 1327: 10 bounces
Trial 1328: 23 bounces
Trial 1329: 16 bounces
Trial 1330: 3 bounces
Trial 1331: 22 bounces
Trial 1332: 5 bounces
Trial 1333: 51 bounces
Trial 1334: 2 bounces
Trial 1335: 2 bounces
Trial 1336: 17 bounces
Trial 1337: 19 bounces
Trial 1338: 20 bounces
Trial 1339: 43 bounces
Trial 1340: 9 bounces
Trial 1341: 7 bounces
Trial 1342: 11 bounces
Trial 1343: 42 bounces
Trial 1344: 43 bounces
Trial 1345: 0 bounces
Trial 1346: 0 bounces
Trial 1347: 38 bounces
Trial 1348: 11 bounces
Trial 1349: 12 bounces
Trial 1350: 11 bounces
Trial 1351: 5 bounces
Trial 1352: 19 bounces
Trial 1353: 19 bounces
Trial 1354: 7 bounces
Trial 1355: 22 bounces
Trial 1356: 8 bounces
Trial 1357: 17 bounces
Trial 1358: 18 bounces
Trial 1359: 5 bounces
Trial 1360: 3 bounces
Trial 1361: 2 bounces
Trial 1362: 5 bounces
Trial 1363: 31 bounces
Trial 1364: 6 bounces
Trial 1365: 4 bounces
Trial 1366: 2 bounces
Trial 1367: 13 bounces
Trial 1368: 20 bounces
Trial 1369: 12 bounces
Trial 1370: 10 bounces
Trial 1371: 40 bounces
Trial 1372: 9 bounces
Trial 1373: 38 bounces
Trial 1374: 0 bounces
Trial 1375: 25 bounces
Trial 1376: 14 bounces
Trial 1377: 9 bounces
Trial 1378: 0 bounces
Trial 1379: 28 bounces
Trial 1380: 35 bounces
Trial 1381: 27 bounces
Trial 1382: 11 bounces
Trial 1383: 10 bounces
Trial 1384: 2 bounces
Trial 1385: 21 bounces
Trial 1386: 21 bounces
Trial 1387: 32 bounces
Trial 1388: 6 bounces
Trial 1389: 8 bounces
Trial 1390: 9 bounces
Trial 1391: 0 bounces
Trial 1392: 14 bounces
Trial 1393: 15 bounces
Trial 1394: 14 bounces
Trial 1395: 32 bounces
Trial 1396: 8 bounces
Trial 1397: 0 bounces
Trial 1398: 17 bounces
Trial 1399: 8 bounces
Trial 1400: 5 bounces
Trial 1401: 4 bounces
Trial 1402: 14 bounces
Trial 1403: 3 bounces
Trial 1404: 9 bounces
Trial 1405: 20 bounces
Trial 1406: 33 bounces
Trial 1407: 19 bounces
Trial 1408: 83 bounces
Trial 1409: 42 bounces
Trial 1410: 11 bounces
Trial 1411: 7 bounces
Trial 1412: 3 bounces
Trial 1413: 17 bounces
Trial 1414: 9 bounces
Trial 1415: 54 bounces
Trial 1416: 11 bounces
Trial 1417: 44 bounces
Trial 1418: 6 bounces
Trial 1419: 33 bounces
Trial 1420: 13 bounces
Trial 1421: 17 bounces
Trial 1422: 7 bounces
Trial 1423: 20 bounces
Trial 1424: 8 bounces
Trial 1425: 5 bounces
Trial 1426: 12 bounces
Trial 1427: 9 bounces
Trial 1428: 25 bounces
Trial 1429: 5 bounces
Trial 1430: 27 bounces
Trial 1431: 57 bounces
Trial 1432: 6 bounces
Trial 1433: 30 bounces
Trial 1434: 23 bounces
Trial 1435: 5 bounces
Trial 1436: 17 bounces
Trial 1437: 25 bounces
Trial 1438: 15 bounces
Trial 1439: 0 bounces
Trial 1440: 4 bounces
Trial 1441: 12 bounces
Trial 1442: 5 bounces
Trial 1443: 9 bounces
Trial 1444: 13 bounces
Trial 1445: 0 bounces
Trial 1446: 0 bounces
Trial 1447: 30 bounces
Trial 1448: 6 bounces
Trial 1449: 21 bounces
Trial 1450: 43 bounces
Trial 1451: 1 bounces
Trial 1452: 0 bounces
Trial 1453: 6 bounces
Trial 1454: 8 bounces
Trial 1455: 6 bounces
Trial 1456: 12 bounces
Trial 1457: 14 bounces
Trial 1458: 4 bounces
Trial 1459: 19 bounces
Trial 1460: 8 bounces
Trial 1461: 2 bounces
Trial 1462: 0 bounces
Trial 1463: 0 bounces
Trial 1464: 0 bounces
Trial 1465: 15 bounces
Trial 1466: 5 bounces
Trial 1467: 13 bounces
Trial 1468: 40 bounces
Trial 1469: 13 bounces
Trial 1470: 35 bounces
Trial 1471: 2 bounces
Trial 1472: 24 bounces
Trial 1473: 8 bounces
Trial 1474: 0 bounces
Trial 1475: 28 bounces
Trial 1476: 7 bounces
Trial 1477: 4 bounces
Trial 1478: 8 bounces
Trial 1479: 7 bounces
Trial 1480: 15 bounces
Trial 1481: 69 bounces
Trial 1482: 10 bounces
Trial 1483: 13 bounces
Trial 1484: 7 bounces
Trial 1485: 4 bounces
Trial 1486: 20 bounces
Trial 1487: 7 bounces
Trial 1488: 31 bounces
Trial 1489: 7 bounces
Trial 1490: 21 bounces
Trial 1491: 1 bounces
Trial 1492: 3 bounces
Trial 1493: 6 bounces
Trial 1494: 1 bounces
Trial 1495: 20 bounces
Trial 1496: 17 bounces
Trial 1497: 3 bounces
Trial 1498: 27 bounces
Trial 1499: 8 bounces
Trial 1500: 48 bounces
Trial 1501: 1 bounces
Trial 1502: 33 bounces
Trial 1503: 11 bounces
Trial 1504: 11 bounces
Trial 1505: 6 bounces
Trial 1506: 41 bounces
Trial 1507: 27 bounces
Trial 1508: 17 bounces
Trial 1509: 12 bounces
Trial 1510: 21 bounces
Trial 1511: 11 bounces
Trial 1512: 1 bounces
Trial 1513: 8 bounces
Trial 1514: 40 bounces
Trial 1515: 0 bounces
Trial 1516: 17 bounces
Trial 1517: 12 bounces
Trial 1518: 40 bounces
Trial 1519: 2 bounces
Trial 1520: 0 bounces
Trial 1521: 27 bounces
Trial 1522: 4 bounces
Trial 1523: 16 bounces
Trial 1524: 9 bounces
Trial 1525: 13 bounces
Trial 1526: 18 bounces
Trial 1527: 13 bounces
Trial 1528: 5 bounces
Trial 1529: 4 bounces
Trial 1530: 5 bounces
Trial 1531: 10 bounces
Trial 1532: 21 bounces
Trial 1533: 29 bounces
Trial 1534: 2 bounces
Trial 1535: 17 bounces
Trial 1536: 5 bounces
Trial 1537: 4 bounces
Trial 1538: 27 bounces
Trial 1539: 4 bounces
Trial 1540: 7 bounces
Trial 1541: 8 bounces
Trial 1542: 5 bounces
Trial 1543: 44 bounces
Trial 1544: 19 bounces
Trial 1545: 12 bounces
Trial 1546: 8 bounces
Trial 1547: 22 bounces
Trial 1548: 7 bounces
Trial 1549: 1 bounces
Trial 1550: 16 bounces
Trial 1551: 12 bounces
Trial 1552: 40 bounces
Trial 1553: 7 bounces
Trial 1554: 1 bounces
Trial 1555: 15 bounces
Trial 1556: 16 bounces
Trial 1557: 0 bounces
Trial 1558: 13 bounces
Trial 1559: 6 bounces
Trial 1560: 8 bounces
Trial 1561: 8 bounces
Trial 1562: 11 bounces
Trial 1563: 13 bounces
Trial 1564: 33 bounces
Trial 1565: 0 bounces
Trial 1566: 10 bounces
Trial 1567: 13 bounces
Trial 1568: 0 bounces
Trial 1569: 9 bounces
Trial 1570: 55 bounces
Trial 1571: 19 bounces
Trial 1572: 0 bounces
Trial 1573: 0 bounces
Trial 1574: 3 bounces
Trial 1575: 6 bounces
Trial 1576: 17 bounces
Trial 1577: 8 bounces
Trial 1578: 2 bounces
Trial 1579: 17 bounces
Trial 1580: 0 bounces
Trial 1581: 7 bounces
Trial 1582: 13 bounces
Trial 1583: 5 bounces
Trial 1584: 25 bounces
Trial 1585: 0 bounces
Trial 1586: 7 bounces
Trial 1587: 0 bounces
Trial 1588: 17 bounces
Trial 1589: 20 bounces
Trial 1590: 33 bounces
Trial 1591: 12 bounces
Trial 1592: 27 bounces
Trial 1593: 26 bounces
Trial 1594: 2 bounces
Trial 1595: 12 bounces
Trial 1596: 3 bounces
Trial 1597: 63 bounces
Trial 1598: 7 bounces
Trial 1599: 1 bounces
Trial 1600: 4 bounces
Trial 1601: 28 bounces
Trial 1602: 9 bounces
Trial 1603: 6 bounces
Trial 1604: 6 bounces
Trial 1605: 3 bounces
Trial 1606: 2 bounces
Trial 1607: 8 bounces
Trial 1608: 58 bounces
Trial 1609: 2 bounces
Trial 1610: 3 bounces
Trial 1611: 18 bounces
Trial 1612: 12 bounces
Trial 1613: 8 bounces
Trial 1614: 5 bounces
Trial 1615: 12 bounces
Trial 1616: 25 bounces
Trial 1617: 7 bounces
Trial 1618: 13 bounces
Trial 1619: 6 bounces
Trial 1620: 31 bounces
Trial 1621: 6 bounces
Trial 1622: 20 bounces
Trial 1623: 19 bounces
Trial 1624: 8 bounces
Trial 1625: 4 bounces
Trial 1626: 7 bounces
Trial 1627: 30 bounces
Trial 1628: 22 bounces
Trial 1629: 16 bounces
Trial 1630: 4 bounces
Trial 1631: 5 bounces
Trial 1632: 1 bounces
Trial 1633: 6 bounces
Trial 1634: 8 bounces
Trial 1635: 4 bounces
Trial 1636: 10 bounces
Trial 1637: 20 bounces
Trial 1638: 7 bounces
Trial 1639: 8 bounces
Trial 1640: 4 bounces
Trial 1641: 16 bounces
Trial 1642: 0 bounces
Trial 1643: 0 bounces
Trial 1644: 0 bounces
Trial 1645: 11 bounces
Trial 1646: 14 bounces
Trial 1647: 3 bounces
Trial 1648: 13 bounces
Trial 1649: 3 bounces
Trial 1650: 2 bounces
Trial 1651: 44 bounces
Trial 1652: 29 bounces
Trial 1653: 10 bounces
Trial 1654: 9 bounces
Trial 1655: 15 bounces
Trial 1656: 0 bounces
Trial 1657: 0 bounces
Trial 1658: 4 bounces
Trial 1659: 7 bounces
Trial 1660: 6 bounces
Trial 1661: 2 bounces
Trial 1662: 24 bounces
Trial 1663: 12 bounces
Trial 1664: 21 bounces
Trial 1665: 17 bounces
Trial 1666: 15 bounces
Trial 1667: 5 bounces
Trial 1668: 3 bounces
Trial 1669: 2 bounces
Trial 1670: 9 bounces
Trial 1671: 0 bounces
Trial 1672: 12 bounces
Trial 1673: 4 bounces
Trial 1674: 3 bounces
Trial 1675: 9 bounces
Trial 1676: 23 bounces
Trial 1677: 37 bounces
Trial 1678: 16 bounces
Trial 1679: 20 bounces
Trial 1680: 12 bounces
Trial 1681: 4 bounces
Trial 1682: 7 bounces
Trial 1683: 15 bounces
Trial 1684: 17 bounces
Trial 1685: 32 bounces
Trial 1686: 11 bounces
Trial 1687: 16 bounces
Trial 1688: 12 bounces
Trial 1689: 0 bounces
Trial 1690: 5 bounces
Trial 1691: 43 bounces
Trial 1692: 5 bounces
Trial 1693: 0 bounces
Trial 1694: 2 bounces
Trial 1695: 41 bounces
Trial 1696: 10 bounces
Trial 1697: 11 bounces
Trial 1698: 1 bounces
Trial 1699: 10 bounces
Trial 1700: 24 bounces
Trial 1701: 6 bounces
Trial 1702: 8 bounces
Trial 1703: 0 bounces
Trial 1704: 4 bounces
Trial 1705: 4 bounces
Trial 1706: 26 bounces
Trial 1707: 10 bounces
Trial 1708: 1 bounces
Trial 1709: 35 bounces
Trial 1710: 13 bounces
Trial 1711: 3 bounces
Trial 1712: 11 bounces
Trial 1713: 11 bounces
Trial 1714: 29 bounces
Trial 1715: 2 bounces
Trial 1716: 24 bounces
Trial 1717: 5 bounces
Trial 1718: 2 bounces
Trial 1719: 3 bounces
Trial 1720: 18 bounces
Trial 1721: 6 bounces
Trial 1722: 8 bounces
Trial 1723: 2 bounces
Trial 1724: 33 bounces
Trial 1725: 11 bounces
Trial 1726: 4 bounces
Trial 1727: 23 bounces
Trial 1728: 15 bounces
Trial 1729: 8 bounces
Trial 1730: 31 bounces
Trial 1731: 7 bounces
Trial 1732: 13 bounces
Trial 1733: 0 bounces
Trial 1734: 15 bounces
Trial 1735: 5 bounces
Trial 1736: 16 bounces
Trial 1737: 21 bounces
Trial 1738: 10 bounces
Trial 1739: 32 bounces
Trial 1740: 17 bounces
Trial 1741: 5 bounces
Trial 1742: 8 bounces
Trial 1743: 6 bounces
Trial 1744: 7 bounces
Trial 1745: 4 bounces
Trial 1746: 24 bounces
Trial 1747: 5 bounces
Trial 1748: 10 bounces
Trial 1749: 11 bounces
Trial 1750: 8 bounces
Trial 1751: 5 bounces
Trial 1752: 10 bounces
Trial 1753: 0 bounces
Trial 1754: 12 bounces
Trial 1755: 0 bounces
Trial 1756: 16 bounces
Trial 1757: 20 bounces
Trial 1758: 16 bounces
Trial 1759: 21 bounces
Trial 1760: 23 bounces
Trial 1761: 14 bounces
Trial 1762: 21 bounces
Trial 1763: 1 bounces
Trial 1764: 0 bounces
Trial 1765: 14 bounces
Trial 1766: 11 bounces
Trial 1767: 13 bounces
Trial 1768: 19 bounces
Trial 1769: 15 bounces
Trial 1770: 35 bounces
Trial 1771: 4 bounces
Trial 1772: 6 bounces
Trial 1773: 5 bounces
Trial 1774: 47 bounces
Trial 1775: 11 bounces
Trial 1776: 35 bounces
Trial 1777: 5 bounces
Trial 1778: 43 bounces
Trial 1779: 22 bounces
Trial 1780: 22 bounces
Trial 1781: 2 bounces
Trial 1782: 27 bounces
Trial 1783: 9 bounces
Trial 1784: 31 bounces
Trial 1785: 46 bounces
Trial 1786: 16 bounces
Trial 1787: 11 bounces
Trial 1788: 58 bounces
Trial 1789: 1 bounces
Trial 1790: 20 bounces
Trial 1791: 57 bounces
Trial 1792: 5 bounces
Trial 1793: 8 bounces
Trial 1794: 7 bounces
Trial 1795: 44 bounces
Trial 1796: 2 bounces
Trial 1797: 30 bounces
Trial 1798: 5 bounces
Trial 1799: 29 bounces
Trial 1800: 39 bounces
Trial 1801: 8 bounces
Trial 1802: 4 bounces
Trial 1803: 8 bounces
Trial 1804: 0 bounces
Trial 1805: 5 bounces
Trial 1806: 38 bounces
Trial 1807: 9 bounces
Trial 1808: 8 bounces
Trial 1809: 24 bounces
Trial 1810: 22 bounces
Trial 1811: 11 bounces
Trial 1812: 32 bounces
Trial 1813: 9 bounces
Trial 1814: 32 bounces
Trial 1815: 0 bounces
Trial 1816: 22 bounces
Trial 1817: 23 bounces
Trial 1818: 9 bounces
Trial 1819: 38 bounces
Trial 1820: 21 bounces
Trial 1821: 10 bounces
Trial 1822: 23 bounces
Trial 1823: 12 bounces
Trial 1824: 18 bounces
Trial 1825: 25 bounces
Trial 1826: 0 bounces
Trial 1827: 41 bounces
Trial 1828: 12 bounces
Trial 1829: 0 bounces
Trial 1830: 6 bounces
Trial 1831: 5 bounces
Trial 1832: 3 bounces
Trial 1833: 0 bounces
Trial 1834: 0 bounces
Trial 1835: 7 bounces
Trial 1836: 38 bounces
Trial 1837: 6 bounces
Trial 1838: 40 bounces
Trial 1839: 36 bounces
Trial 1840: 19 bounces
Trial 1841: 12 bounces
Trial 1842: 29 bounces
Trial 1843: 20 bounces
Trial 1844: 20 bounces
Trial 1845: 51 bounces
Trial 1846: 11 bounces
Trial 1847: 2 bounces
Trial 1848: 16 bounces
Trial 1849: 17 bounces
Trial 1850: 0 bounces
Trial 1851: 10 bounces
Trial 1852: 1 bounces
Trial 1853: 35 bounces
Trial 1854: 10 bounces
Trial 1855: 0 bounces
Trial 1856: 28 bounces
Trial 1857: 11 bounces
Trial 1858: 33 bounces
Trial 1859: 15 bounces
Trial 1860: 18 bounces
Trial 1861: 1 bounces
Trial 1862: 0 bounces
Trial 1863: 16 bounces
Trial 1864: 1 bounces
Trial 1865: 3 bounces
Trial 1866: 4 bounces
Trial 1867: 11 bounces
Trial 1868: 17 bounces
Trial 1869: 50 bounces
Trial 1870: 8 bounces
Trial 1871: 1 bounces
Trial 1872: 34 bounces
Trial 1873: 0 bounces
Trial 1874: 17 bounces
Trial 1875: 13 bounces
Trial 1876: 0 bounces
Trial 1877: 21 bounces
Trial 1878: 7 bounces
Trial 1879: 6 bounces
Trial 1880: 40 bounces
Trial 1881: 40 bounces
Trial 1882: 14 bounces
Trial 1883: 4 bounces
Trial 1884: 9 bounces
Trial 1885: 41 bounces
Trial 1886: 15 bounces
Trial 1887: 53 bounces
Trial 1888: 2 bounces
Trial 1889: 38 bounces
Trial 1890: 2 bounces
Trial 1891: 6 bounces
Trial 1892: 6 bounces
Trial 1893: 8 bounces
Trial 1894: 21 bounces
Trial 1895: 34 bounces
Trial 1896: 2 bounces
Trial 1897: 23 bounces
Trial 1898: 13 bounces
Trial 1899: 2 bounces
Trial 1900: 9 bounces
Trial 1901: 30 bounces
Trial 1902: 36 bounces
Trial 1903: 14 bounces
Trial 1904: 11 bounces
Trial 1905: 2 bounces
Trial 1906: 29 bounces
Trial 1907: 20 bounces
Trial 1908: 28 bounces
Trial 1909: 19 bounces
Trial 1910: 25 bounces
Trial 1911: 4 bounces
Trial 1912: 17 bounces
Trial 1913: 2 bounces
Trial 1914: 6 bounces
Trial 1915: 10 bounces
Trial 1916: 38 bounces
Trial 1917: 8 bounces
Trial 1918: 2 bounces
Trial 1919: 0 bounces
Trial 1920: 12 bounces
Trial 1921: 8 bounces
Trial 1922: 12 bounces
Trial 1923: 43 bounces
Trial 1924: 4 bounces
Trial 1925: 5 bounces
Trial 1926: 2 bounces
Trial 1927: 54 bounces
Trial 1928: 13 bounces
Trial 1929: 2 bounces
Trial 1930: 17 bounces
Trial 1931: 33 bounces
Trial 1932: 6 bounces
Trial 1933: 14 bounces
Trial 1934: 0 bounces
Trial 1935: 9 bounces
Trial 1936: 8 bounces
Trial 1937: 14 bounces
Trial 1938: 10 bounces
Trial 1939: 25 bounces
Trial 1940: 3 bounces
Trial 1941: 26 bounces
Trial 1942: 36 bounces
Trial 1943: 10 bounces
Trial 1944: 4 bounces
Trial 1945: 8 bounces
Trial 1946: 0 bounces
Trial 1947: 21 bounces
Trial 1948: 22 bounces
Trial 1949: 11 bounces
Trial 1950: 8 bounces
Trial 1951: 0 bounces
Trial 1952: 4 bounces
Trial 1953: 38 bounces
Trial 1954: 46 bounces
Trial 1955: 19 bounces
Trial 1956: 7 bounces
Trial 1957: 9 bounces
Trial 1958: 10 bounces
Trial 1959: 12 bounces
Trial 1960: 2 bounces
Trial 1961: 24 bounces
Trial 1962: 6 bounces
Trial 1963: 59 bounces
Trial 1964: 1 bounces
Trial 1965: 20 bounces
Trial 1966: 2 bounces
Trial 1967: 17 bounces
Trial 1968: 0 bounces
Trial 1969: 49 bounces
Trial 1970: 7 bounces
Trial 1971: 26 bounces
Trial 1972: 6 bounces
Trial 1973: 9 bounces
Trial 1974: 52 bounces
Trial 1975: 0 bounces
Trial 1976: 4 bounces
Trial 1977: 9 bounces
Trial 1978: 10 bounces
Trial 1979: 10 bounces
Trial 1980: 8 bounces
Trial 1981: 22 bounces
Trial 1982: 14 bounces
Trial 1983: 11 bounces
Trial 1984: 0 bounces
Trial 1985: 20 bounces
Trial 1986: 8 bounces
Trial 1987: 19 bounces
Trial 1988: 8 bounces
Trial 1989: 2 bounces
Trial 1990: 23 bounces
Trial 1991: 10 bounces
Trial 1992: 8 bounces
Trial 1993: 12 bounces
Trial 1994: 61 bounces
Trial 1995: 0 bounces
Trial 1996: 24 bounces
Trial 1997: 7 bounces
Trial 1998: 6 bounces
Trial 1999: 6 bounces
Trial 2000: 59 bounces
Trial 2001: 0 bounces
Trial 2002: 9 bounces
Trial 2003: 0 bounces
Trial 2004: 18 bounces
Trial 2005: 44 bounces
Trial 2006: 38 bounces
Trial 2007: 0 bounces
Trial 2008: 8 bounces
Trial 2009: 12 bounces
Trial 2010: 37 bounces
Trial 2011: 32 bounces
Trial 2012: 26 bounces
Trial 2013: 101 bounces
Trial 2014: 8 bounces
Trial 2015: 13 bounces
Trial 2016: 0 bounces
Trial 2017: 4 bounces
Trial 2018: 16 bounces
Trial 2019: 3 bounces
Trial 2020: 6 bounces
Trial 2021: 29 bounces
Trial 2022: 3 bounces
Trial 2023: 23 bounces
Trial 2024: 2 bounces
Trial 2025: 0 bounces
Trial 2026: 6 bounces
Trial 2027: 0 bounces
Trial 2028: 4 bounces
Trial 2029: 6 bounces
Trial 2030: 6 bounces
Trial 2031: 4 bounces
Trial 2032: 30 bounces
Trial 2033: 6 bounces
Trial 2034: 32 bounces
Trial 2035: 19 bounces
Trial 2036: 48 bounces
Trial 2037: 3 bounces
Trial 2038: 6 bounces
Trial 2039: 2 bounces
Trial 2040: 3 bounces
Trial 2041: 0 bounces
Trial 2042: 55 bounces
Trial 2043: 23 bounces
Trial 2044: 3 bounces
Trial 2045: 10 bounces
Trial 2046: 28 bounces
Trial 2047: 16 bounces
Trial 2048: 21 bounces
Trial 2049: 12 bounces
Trial 2050: 2 bounces
Trial 2051: 10 bounces
Trial 2052: 6 bounces
Trial 2053: 6 bounces
Trial 2054: 13 bounces
Trial 2055: 4 bounces
Trial 2056: 30 bounces
Trial 2057: 13 bounces
Trial 2058: 18 bounces
Trial 2059: 86 bounces
Trial 2060: 17 bounces
Trial 2061: 11 bounces
Trial 2062: 21 bounces
Trial 2063: 0 bounces
Trial 2064: 14 bounces
